City Code,City,Metro,County,State,Population Rank Price,Population Rank Pricesqft
43839,Alabaster,Birmingham,Shelby,AL,1846,1836
17229,Burien,Seattle,King,WA,1847,1837
35356,Hazleton,Scranton,Luzerne,PA,1848,1838
40761,Sapulpa,Tulsa,Creek,OK,1849,
6695,Reading,Boston,Middlesex,MA,1850,1839
13437,Randolph,New York,Morris,NJ,1851,1840
26261,Oceanside,New York,Nassau,NY,1852,1841
45976,Junction City,Junction City,Geary,KS,1853,1842
32619,Mableton,Atlanta,Cobb,GA,1854,1843
272478,Lower Macungie,Allentown,Lehigh,PA,1855,1844
11311,Elmwood Park,Chicago,Cook,IL,1856,1845
11805,Harker Heights,Killeen,Bell,TX,1857,1846
397582,Town of Ridgefield,Stamford,Fairfield,CT,1858,1847
5437,Kingston,Kingston,Ulster,NY,1859,1848
36296,Suwanee,Atlanta,Gwinnett,GA,1860,1849
43407,Maumee,Toledo,Lucas,OH,1861,1850
50967,Benton,Little Rock,Saline,AR,1862,1851
50547,Wheat Ridge,Denver,Jefferson,CO,1863,1852
47144,Placerville,Sacramento,El Dorado,CA,1864,1853
39799,Milton,Boston,Norfolk,MA,1865,1854
54754,Tualatin,Portland,Washington,OR,1866,1855
19966,Pittsburg,Pittsburg,Crawford,KS,1867,1856
31755,Glen Cove,New York,Nassau,NY,1868,1857
29513,Rosenberg,Houston,Fort Bend,TX,1869,1858
5398,Kent,Akron,Portage,OH,1870,1859
13056,Nutley,New York,Essex,NJ,1871,1860
33291,Oxford,Cincinnati,Butler,OH,1872,1861
37968,Colonial Heights,Richmond,Colonial Heights City,VA,1873,1862
32753,Maywood,Los Angeles,Los Angeles,CA,1874,1863
18612,Homer Glen,Chicago,Will,IL,1875,1864
27183,South Pasadena,Los Angeles,Los Angeles,CA,1876,1865
39787,Milford Township,Detroit,Oakland,MI,1877,1866
14564,West Memphis,Memphis,Crittenden,AR,1878,1867
41884,Dedham,Boston,Norfolk,MA,1879,1868
737791,Town of Mansfield,Hartford,Tolland,CT,1880,1869
25547,Lemon Grove,San Diego,San Diego,CA,1881,1870
53176,Marshfield,Wisconsin Rapids-Marshfield,Wood,WI,1882,1871
17392,Charleston,Charleston,Coles,IL,1883,
39329,Lake Stevens,Seattle,Snohomish,WA,1884,1872
398275,Town of Neenah,Oshkosh,Winnebago,WI,1885,1873
398068,Town of De Pere,Green Bay,Brown,WI,1886,
54483,South Salt Lake,Salt Lake City,Salt Lake,UT,1887,1874
40869,Shelbyville,Louisville,Shelby,KY,1888,1875
24831,Galt,Sacramento,Sacramento,CA,1889,1876
16269,Waynesboro,Staunton,Waynesboro City,VA,1890,1877
46582,Monroeville,Pittsburgh,Allegheny,PA,1891,1878
27174,South Holland,Chicago,Cook,IL,1892,1879
33861,Sandusky,Sandusky,Erie,OH,1893,1880
9602,Leander,Austin,Williamson,TX,1894,1881
23389,Abbeville,Lafayette,Vermilion,LA,1895,
5339,Jenison,Grand Rapids,Ottawa,MI,1896,1882
18915,Lake Jackson,Houston,Brazoria,TX,1897,1883
55100,West Chicago,Chicago,Du Page,IL,1898,1884
18357,Grandview,Kansas City,Jackson,MO,1899,1885
18752,Jesup,Jesup,Wayne,GA,1900,1886
51410,Cibolo,San Antonio,Guadalupe,TX,1901,1887
29105,Mebane,Burlington,Alamance,NC,1902,1888
41031,Springfield,Philadelphia,Delaware,PA,1903,1889
20414,Seguin,San Antonio,Guadalupe,TX,1904,1890
40446,Prior Lake,Minneapolis-St Paul,Scott,MN,1905,1891
6664,Quincy,Tallahassee,Gadsden,FL,1906,1892
55253,Woodridge,Chicago,Du Page,IL,1907,1893
35861,Muskego,Milwaukee,Waukesha,WI,1908,1894
26336,Oswego,Chicago,Kendall,IL,1909,1895
31590,Forest Hills,Grand Rapids,Kent,MI,1910,1896
51813,East Saint Louis,St. Louis,Saint Clair,IL,1911,1897
3310,Ada,Ada,Pontotoc,OK,1912,1898
47555,Sand Springs,Tulsa,Tulsa,OK,1913,1899
34718,Wentzville,St. Louis,Saint Charles,MO,1914,1900
7739,Wakefield,Boston,Middlesex,MA,1915,1901
14959,Balch Springs,Dallas-Fort Worth,Dallas,TX,1916,1902
4498,East Windsor,Trenton,Mercer,NJ,1917,1903
53018,Lodi,New York,Bergen,NJ,1918,1904
5624,Liberty,Kansas City,Clay,MO,1919,1905
30275,Ashland,Medford,Jackson,OR,1920,1906
397326,Town of Menasha,Oshkosh,Winnebago,WI,1921,1907
35469,Elkridge,Baltimore,Howard,MD,1922,1908
7365,Talladega,Talladega,Talladega,AL,1923,1909
4131,Cliffside Park,New York,Bergen,NJ,1924,1910
40516,Red Bluff,Red Bluff,Tehama,CA,1925,1911
41001,Spanish Fork,Provo,Utah,UT,1926,1912
51338,Centralia,Centralia,Lewis,WA,1927,1913
54051,Ramsey,Minneapolis-St Paul,Anoka,MN,1928,1914
399108,Adrian Township,Adrian,Lenawee,MI,1929,1915
50009,Walker,Grand Rapids,Kent,MI,1930,1916
34212,Sylacauga,Talladega,Talladega,AL,1931,1917
18614,Homosassa,Homosassa Springs,Citrus,FL,1932,1918
47783,Southlake,Dallas-Fort Worth,Tarrant,TX,1933,1919
23504,Aptos,Santa Cruz,Santa Cruz,CA,1934,1920
51550,Cornelius,Charlotte,Mecklenburg,NC,1935,1921
35973,Maywood,Chicago,Cook,IL,1936,1922
23805,Brainerd,Brainerd,Crow Wing,MN,1937,1923
47547,San Fernando,Los Angeles,Los Angeles,CA,1938,1924
44331,Brookings,Brookings,Brookings,SD,1939,1925
14506,Waynesville,Asheville,Haywood,NC,1940,1926
13032,North Potomac,Washington,Montgomery,MD,1941,1927
44633,Cleburne,Dallas-Fort Worth,Johnson,TX,1942,1928
34749,West Linn,Portland,Clackamas,OR,1943,1929
6055,Morton Grove,Chicago,Cook,IL,1944,1930
54201,Romulus,Detroit,Wayne,MI,1945,1931
11011,Culpeper,Washington,Culpeper,VA,1946,1932
52216,Gladstone,Kansas City,Clay,MO,1947,1933
24701,Festus,St. Louis,Jefferson,MO,1948,1934
20550,Sonora,Sonora,Tuolumne,CA,1949,1935
36906,Palmer,Anchorage,Matanuska Susitna,AK,1950,1936
12515,Mahwah,New York,Bergen,NJ,1951,1937
10223,Austintown,Youngstown,Mahoning,OH,1952,1938
43804,Elk River,Minneapolis-St Paul,Sherburne,MN,1953,1939
396727,Greater Upper Marlboro,Washington,Prince Georges,MD,1954,1940
51858,El Cerrito,San Francisco,Contra Costa,CA,1955,1941
38008,Coos Bay,Coos Bay,Coos,OR,1956,1942
53785,Palatka,Palatka,Putnam,FL,1957,1943
52835,Ladera Ranch,Los Angeles,Orange,CA,1958,1944
395803,Town of Manlius,Syracuse,Onondaga,NY,1959,1945
10684,Campbellsville,Campbellsville,Taylor,KY,1960,1946
35927,Patterson,Modesto,Stanislaus,CA,1961,1947
41341,Uniondale,New York,Nassau,NY,1962,1948
397242,Merrimack,Manchester,Hillsborough,NH,1963,1949
36733,Severna Park,Baltimore,Anne Arundel,MD,1964,1950
39308,La Verne,Los Angeles,Los Angeles,CA,1965,1951
20391,Scotch Plains,New York,Union,NJ,1966,1952
43267,Somerton,Yuma,Yuma,AZ,1967,1953
34023,Smyrna,Dover,Kent,DE,1968,1954
54352,Seal Beach,Los Angeles,Orange,CA,1969,1955
25764,Marshall,Marshall,Harrison,TX,1970,1956
20578,South Plainfield,New York,Middlesex,NJ,1971,1957
10074,Algonquin,Chicago,McHenry,IL,1972,1958
10661,Caledonia,Racine,Racine,WI,1973,1959
25828,McHenry,Chicago,McHenry,IL,1974,1960
10721,Carpentersville,Chicago,Kane,IL,1975,1961
56739,Warrington,Philadelphia,Bucks,PA,1976,1962
50946,Bella Vista,Fayetteville,Benton,AR,1977,1963
5926,Miami Lakes,Miami-Fort Lauderdale,Miami-Dade,FL,1978,1964
396711,Highland,Chicago,Lake,IN,1979,1965
398015,Blackman Township,Jackson,Jackson,MI,1980,1966
52480,Helena,Helena,Lewis and Clark,MT,1981,1967
12867,Mount Vernon,Mount Vernon,Knox,OH,1982,1968
10868,Clinton,Jackson,Hinds,MS,1983,1969
13974,Springville,Provo,Utah,UT,1984,1970
26044,Munster,Chicago,Lake,IN,1985,1971
36510,West Hempstead,New York,Nassau,NY,1986,1972
45065,Easton,Providence,Bristol,MA,1987,1973
26492,Pikesville,Baltimore,Baltimore,MD,1988,1974
5787,Mansfield,Providence,Bristol,MA,1989,1975
29910,North Pole,Fairbanks,Fairbanks North Star,AK,1990,1976
17443,Christiansburg,Blacksburg,Montgomery,VA,1991,1977
12446,Lorton,Washington,Fairfax,VA,1992,1978
5963,Millington,Memphis,Shelby,TN,1993,1979
56365,Mercer Island,Seattle,King,WA,1994,1980
22544,Poulsbo,Bremerton,Kitsap,WA,1995,1981
37661,Burlington,Boston,Middlesex,MA,1996,1982
41014,Spotsylvania,Washington,Spotsylvania,VA,1997,1983
5714,Lower Paxton,Harrisburg,Dauphin,PA,1998,1984
24437,Dublin,Dublin,Laurens,GA,1999,1985
19296,Medford,Philadelphia,Burlington,NJ,2000,1986
23202,Northfield,Faribault,Rice,MN,2001,1987
52776,King George,,King George,VA,2002,1988
40242,Paradise,Chico,Butte,CA,2003,1989
37272,Bardstown,Bardstown,Nelson,KY,2004,1990
119404,Columbine,Denver,Jefferson,CO,2005,1991
13896,Solon,Cleveland,Cuyahoga,OH,2006,1992
54056,Randallstown,Baltimore,Baltimore,MD,2007,1993
23680,Berkeley,New York,Ocean,NJ,2008,1994
31639,Franklin,,Macon,NC,2009,1995
11843,Hays,Hays,Ellis,KS,2010,1996
10965,Cottonwood,Prescott,Yavapai,AZ,2011,1997
50049,Washington,Detroit,Macomb,MI,2012,1998
47384,Ridgeland,Jackson,Madison,MS,2013,1999
50972,Berea,Richmond,Madison,KY,2014,2000
397306,Town of Marshfield,Boston,Plymouth,MA,2015,2001
30354,Batavia,Chicago,Kane,IL,2016,2002
44051,Bastrop,Austin,Bastrop,TX,2017,2003
54443,Smithtown,New York,Suffolk,NY,2018,2004
126391,The Crossings,Miami-Fort Lauderdale,Miami-Dade,FL,2019,2005
27127,Smithfield,Raleigh,Johnston,NC,2020,2006
10769,Central Point,Medford,Jackson,OR,2021,2007
24303,Dahlonega,,Lumpkin,GA,2022,2008
16704,Albemarle,Albemarle,Stanly,NC,2023,2009
32522,Lisle,Chicago,Du Page,IL,2024,2010
40026,Nogales,Nogales,Santa Cruz,AZ,2025,2011
396236,Vineyard,Sacramento,Sacramento,CA,2026,2012
37844,Chelmsford,Boston,Middlesex,MA,2027,2013
19190,Maple Heights,Cleveland,Cuyahoga,OH,2028,2014
38598,Franklin Square,New York,Nassau,NY,2029,2015
396602,Candler-Mcafee,Atlanta,Dekalb,GA,2030,2016
48589,Wyandotte,Detroit,Wayne,MI,2031,2017
10344,Belmont,Boston,Middlesex,MA,2032,2018
17750,Deming,Deming,Luna,NM,2033,
21186,Webster Groves,St. Louis,Saint Louis,MO,2034,2019
26021,Mount Vernon,Mount Vernon,Jefferson,IL,2035,2020
124027,Coral Terrace,Miami-Fort Lauderdale,Miami-Dade,FL,2036,2021
16584,Powhatan,Richmond,Powhatan,VA,2037,2022
117041,Oildale,Bakersfield,Kern,CA,2038,2023
56814,Somerset,New York,Somerset,NJ,2039,2024
30312,Avon Park,Sebring,Highlands,FL,2040,2025
43591,Candler,Asheville,Buncombe,NC,2041,2026
19837,Paragould,Paragould,Greene,AR,2042,2027
54009,Princeton,Miami-Fort Lauderdale,Miami-Dade,FL,2043,2028
31092,Cranford,New York,Union,NJ,2044,2029
52197,Georgetown,Georgetown,Georgetown,SC,2045,2030
57229,Ferndale,Detroit,Oakland,MI,2046,2031
20430,Seymour,Seymour,Jackson,IN,2047,2032
397269,De Witt,Syracuse,Onondaga,NY,2048,2033
24877,Glendale Heights,Chicago,Du Page,IL,2049,2034
46405,Maple Valley,Seattle,King,WA,2050,2035
48098,University Park,Dallas-Fort Worth,Dallas,TX,2051,2036
8713,Flowery Branch,Gainesville,Hall,GA,2052,2037
47889,Suisun City,Vallejo,Solano,CA,2053,2038
18263,Geneva,Chicago,Kane,IL,2054,2039
237555,Schertz,San Antonio,Guadalupe,TX,2055,2040
30983,Colleyville,Dallas-Fort Worth,Tarrant,TX,2056,2041
27812,Weatherford,Dallas-Fort Worth,Parker,TX,2057,2042
41500,Village of Palmetto Bay,Miami-Fort Lauderdale,Miami-Dade,FL,2058,2043
25253,Inman,Spartanburg,Spartanburg,SC,2059,2044
31117,Crosby,Houston,Harris,TX,2060,2045
4242,Crawfordsville,Crawfordsville,Montgomery,IN,2061,2046
47771,South Portland,Portland,Cumberland,ME,2062,2047
41274,Tredyffrin,Philadelphia,Chester,PA,2063,2048
51291,Carteret,New York,Middlesex,NJ,2064,2049
31695,Garden City,New York,Nassau,NY,2065,2050
244024,Groveton,Washington,Fairfax,VA,2066,2051
33480,Ponchatoula,Hammond,Tangipahoa,LA,2067,2052
51718,Dickson,Nashville,Dickson,TN,2068,2053
117769,Rosemont,Sacramento,Sacramento,CA,2069,2054
7876,Westchase,Tampa,Hillsborough,FL,2070,2055
45676,Harvey,Chicago,Cook,IL,2071,2056
42648,Roanoke Rapids,Roanoke Rapids,Halifax,NC,2072,2057
398151,Guilford,New Haven,New Haven,CT,2073,2058
31125,Crown Point,Chicago,Lake,IN,2074,2059
40613,Rockville Centre,New York,Nassau,NY,2075,2060
52591,Hudson,Akron,Summit,OH,2076,2061
42923,Pottstown,Philadelphia,Montgomery,PA,2077,2062
24634,Evergreen,Denver,Jefferson,CO,2078,2063
30798,Cedar City,Cedar City,Iron,UT,2079,2064
56087,Olmsted Falls,Cleveland,Cuyahoga,OH,2080,
17442,Chowchilla,Madera,Madera,CA,2081,2065
396161,Greater Landover,Washington,Prince Georges,MD,2082,2066
14668,Wilmington,Boston,Middlesex,MA,2083,2067
31931,Hamtramck,Detroit,Wayne,MI,2084,2068
12355,Leesville,Fort Polk South,Vernon,LA,2085,2069
27319,Summit,New York,Union,NJ,2086,2070
397557,Town of Batavia,Batavia,Genesee,NY,2087,2071
398997,Morris Township,New York,Morris,NJ,2088,2073
43821,Acton,Boston,Middlesex,MA,2089,2074
14882,Bourbonnais,Kankakee,Kankakee,IL,2090,2075
7954,Willoughby,Cleveland,Lake,OH,2091,2076
51846,Eden,,Rockingham,NC,2092,2077
28063,Yucca Valley,Riverside,San Bernardino,CA,2093,2078
398735,Raritan Township,New York,Hunterdon,NJ,2094,2079
50054,Watauga,Dallas-Fort Worth,Tarrant,TX,2095,2080
6835,Rosemount,Minneapolis-St Paul,Dakota,MN,2096,2081
11041,Danville,Danville,Boyle,KY,2097,2082
42710,Richmond Hill,Savannah,Bryan,GA,2098,2083
396635,Mccandless Township,Pittsburgh,Allegheny,PA,2099,2084
54553,Sterling,Sterling,Whiteside,IL,2100,2085
33395,Peru,Peru,Miami,IN,2101,2086
40955,Soledad,Salinas,Monterey,CA,2102,2087
398269,Fenton Township,Flint,Genesee,MI,2103,2088
38095,Crystal,Minneapolis-St Paul,Hennepin,MN,2104,2089
13776,Seneca,Seneca,Oconee,SC,2105,2090
46285,Lockport,Chicago,Will,IL,2106,2091
51040,Blue Island,Chicago,Cook,IL,2107,2092
37737,Canton,Boston,Norfolk,MA,2108,2093
29443,Woodburn,Salem,Marion,OR,2109,2094
56396,Plainfield,Indianapolis,Hendricks,IN,2110,2095
41723,Willmar,Willmar,Kandiyohi,MN,2111,2096
27287,Stony Brook,New York,Suffolk,NY,2112,2097
7898,Wexford,Pittsburgh,Allegheny,PA,2113,2098
46821,Norton Shores,Muskegon,Muskegon,MI,2114,2099
40681,Saginaw,Dallas-Fort Worth,Tarrant,TX,2115,2100
44861,Darien,Chicago,Du Page,IL,2116,2101
8587,Huntley,Chicago,McHenry,IL,2117,2102
45035,East Fishkill,New York,Dutchess,NY,2118,2103
43240,Round Lake Beach,Chicago,Lake,IL,2119,2104
9312,Versailles,Lexington,Woodford,KY,2120,2105
30582,Brenham,Brenham,Washington,TX,2121,2106
38541,Florence,Phoenix,Pinal,AZ,2122,2107
46805,North Plainfield,New York,Somerset,NJ,2123,2108
35393,Easton,Easton,Talbot,MD,2124,2109
41741,Winchester,Boston,Middlesex,MA,2125,2110
44966,Douglas,Sierra Vista,Cochise,AZ,2126,2111
399063,Wall Township,New York,Monmouth,NJ,2127,2112
37951,Coldwater,Coldwater,Branch,MI,2128,2113
38976,Hialeah Gardens,Miami-Fort Lauderdale,Miami-Dade,FL,2129,2114
5994,Mira Loma,Riverside,Riverside,CA,2130,2115
24993,Guthrie,Oklahoma City,Logan,OK,2131,2116
30411,Beltsville,Washington,Prince Georges,MD,2132,2117
26624,Prichard,Mobile,Mobile,AL,2133,2118
395489,Princeton,Trenton,Mercer,NJ,2134,2119
44131,Benicia,Vallejo,Solano,CA,2135,2120
18234,Galloway,Columbus,Franklin,OH,2136,2121
15449,Forest Grove,Portland,Washington,OR,2137,2122
397165,Baldwin Township,Pittsburgh,Allegheny,PA,2138,2123
56232,New Brighton,Minneapolis-St Paul,Ramsey,MN,2139,2124
36864,Crofton,Baltimore,Anne Arundel,MD,2140,2125
55827,Horn Lake,Memphis,DeSoto,MS,2141,2126
17844,Dyersburg,Dyersburg,Dyer,TN,2142,
14588,Westmont,Chicago,Du Page,IL,2143,2127
10585,Brownwood,Brownwood,Brown,TX,2144,2128
31134,Cudahy,Los Angeles,Los Angeles,CA,2145,2129
395523,Ephrata Township,Lancaster,Lancaster,PA,2146,2130
10985,Crawfordville,Tallahassee,Wakulla,FL,2147,2131
16750,Alvin,Houston,Brazoria,TX,2148,2132
53327,Millbrae,San Francisco,San Mateo,CA,2149,2133
397869,West Deptford Township,Philadelphia,Gloucester,NJ,2150,2134
4974,Greenbelt,Washington,Prince Georges,MD,2151,2135
53472,Mustang,Oklahoma City,Canadian,OK,2152,2136
398967,Town of Londonderry,Boston,Rockingham,NH,2153,2137
25455,Lafayette,San Francisco,Contra Costa,CA,2154,2138
52323,Greenburgh,New York,Westchester,NY,2155,2139
44544,Champlin,Minneapolis-St Paul,Hennepin,MN,2156,2140
157222,Carney,Baltimore,Baltimore,MD,2157,2141
123944,Citrus Park,Tampa,Hillsborough,FL,2158,2142
33904,Seaford,New York,Nassau,NY,2159,2143
12762,Minnetonka,Minneapolis-St Paul,Hennepin,MN,2160,2144
40081,North Tustin,Los Angeles,Orange,CA,2161,2145
12423,Loma Linda,Riverside,San Bernardino,CA,2162,2146
47502,Sahuarita,Tucson,Pima,AZ,2163,2147
9840,Agoura Hills,Los Angeles,Los Angeles,CA,2164,2148
25548,Lemont,Chicago,Cook,IL,2165,2149
42716,Maryland Heights,St. Louis,Saint Louis,MO,2166,2150
17312,Carol City,Miami-Fort Lauderdale,Miami-Dade,FL,2167,2151
46005,Kelso,Longview,Cowlitz,WA,2168,2152
35283,Beaver Dam,Beaver Dam,Dodge,WI,2169,2153
398779,Town of Hudson,Manchester,Hillsborough,NH,2170,2154
397683,Upper Providence Township,Philadelphia,Montgomery,PA,2171,2155
39616,Maplewood,New York,Essex,NJ,2172,2156
13385,Prairie Village,Kansas City,Johnson,KS,2173,2157
43983,Auburn Hills,Detroit,Oakland,MI,2174,2158
10835,Clarence,Buffalo,Erie,NY,2175,2159
50815,Avon,Cleveland,Lorain,OH,2176,2160
39524,Loves Park,Rockford,Winnebago,IL,2177,2161
398283,Sparta,New York,Sussex,NJ,2178,2162
251834,Salmon Creek,Portland,Clark,WA,2179,2163
28986,Neosho,Joplin,Newton,MO,2180,
49927,Vernon Hills,Chicago,Lake,IL,2181,2164
5600,Leisure City,Miami-Fort Lauderdale,Miami-Dade,FL,2182,2165
26082,Neptune,New York,Monmouth,NJ,2183,2166
24325,Dawsonville,Atlanta,Dawson,GA,2184,2167
4488,East Providence,Providence,Providence,RI,2185,2168
21161,Warrensburg,Warrensburg,Johnson,MO,2186,2169
24189,Connersville,Connersville,Fayette,IN,2187,2170
20258,Roxboro,Durham,Person,NC,2188,2171
53977,Portsmouth,Boston,Rockingham,NH,2189,2172
12936,New Castle,New Castle,Lawrence,PA,2190,2173
40018,Niceville,Crestview,Okaloosa,FL,2191,2174
4799,Frankfort,Frankfort,Clinton,IN,2192,2175
42786,Riverside,Dayton,Montgomery,OH,2193,2176
8671,Dolton,Chicago,Cook,IL,2194,2177
41216,Theodore,Mobile,Mobile,AL,2195,2178
10849,Clearfield,Ogden,Davis,UT,2196,2179
48904,Cockeysville,Baltimore,Baltimore,MD,2197,2180
21558,Del City,Oklahoma City,Oklahoma,OK,2198,2181
3719,Blythe,Riverside,Riverside,CA,2199,2182
23512,Ardmore,Ardmore,Carter,OK,2200,2183
5725,Ludlow,Springfield,Hampden,MA,2201,2184
17788,Dixon,Vallejo,Solano,CA,2202,2185
398680,Town of Amsterdam,Amsterdam,Montgomery,NY,2203,2186
33833,San Benito,Brownsville,Cameron,TX,2204,2187
53820,Pascagoula,Gulfport,Jackson,MS,2205,2188
12117,Jefferson Township,New York,Morris,NJ,2206,2189
45261,Ferguson,St. Louis,Saint Louis,MO,2207,2190
31396,Elko,Elko,Elko,NV,2208,2191
36955,Rolling Meadows,Chicago,Cook,IL,2209,2192
54154,River Falls,Minneapolis-St Paul,Pierce,WI,2210,2193
13593,Roselle,New York,Union,NJ,2211,2194
35368,East Liverpool,Salem,Columbiana,OH,2212,2195
5104,Haymarket,Washington,Prince William,VA,2213,2196
31552,Fernley,Fernley,Lyon,NV,2214,2197
51996,Farragut,Knoxville,Knox,TN,2215,2198
6067,Mount Dora,Orlando,Lake,FL,2216,2199
21255,Westford,Boston,Middlesex,MA,2217,2200
38590,Fountain Hills,Phoenix,Maricopa,AZ,2218,2201
395593,Onondaga,Syracuse,Onondaga,NY,2219,2202
4148,Coalinga,Fresno,Fresno,CA,2220,2203
23695,Bethpage,New York,Nassau,NY,2221,2204
272497,Upper Macungie,Allentown,Lehigh,PA,2222,2205
28136,Bloomington,Riverside,San Bernardino,CA,2223,2206
54190,Rockford,Grand Rapids,Kent,MI,2224,2207
32217,Jeffersontown,Louisville,Jefferson,KY,2225,2208
8201,Avon,Indianapolis,Hendricks,IN,2226,2209
55745,Hillside,New York,Union,NJ,2227,2210
31701,Gardnerville,Gardnerville Ranchos,Douglas,NV,2228,2211
11575,Gardner,Kansas City,Johnson,KS,2229,2212
7486,Tullahoma,Tullahoma,Coffee,TN,2230,2213
8878,Ozark,Springfield,Christian,MO,2231,2214
395551,Town of Canandaigua,Rochester,Ontario,NY,2232,2215
51652,Dartmouth,Providence,Bristol,MA,2233,2216
397749,Monroe Township,Philadelphia,Gloucester,NJ,2234,2217
47074,Petal,Hattiesburg,Forrest,MS,2235,2218
33369,Peekskill,New York,Westchester,NY,2236,2219
7074,Siloam Springs,Fayetteville,Benton,AR,2237,2220
397479,Hatfield Township,Philadelphia,Montgomery,PA,2238,2221
19445,Montgomery Village,Washington,Montgomery,MD,2239,2222
32178,Jackson,Atlanta,Butts,GA,2240,2223
53739,Orchards,Portland,Clark,WA,2241,2224
16560,Parma Heights,Cleveland,Cuyahoga,OH,2242,2225
30116,Aberdeen,Aberdeen,Grays Harbor,WA,2243,2226
25607,Lino Lakes,Minneapolis-St Paul,Anoka,MN,2244,2227
25687,Lyndhurst,New York,Bergen,NJ,2245,2228
28306,Cleveland,,White,GA,2246,2229
38731,Golden Valley,Minneapolis-St Paul,Hennepin,MN,2247,2230
48668,Antioch,Chicago,Lake,IL,2248,2231
48245,Vidor,Beaumont,Orange,TX,2249,2232
398278,Town of Rutland,Rutland,Rutland,VT,2250,2233
52806,Knightdale,Raleigh,Wake,NC,2251,2234
16675,Aberdeen,Baltimore,Harford,MD,2252,2235
397230,Hazlet,New York,Monmouth,NJ,2253,2236
23610,Batesville,Batesville,Independence,AR,2254,2237
396721,Oxford Township,Detroit,Oakland,MI,2255,2238
15136,East Ridge,Chattanooga,Hamilton,TN,2256,2239
54552,Stephenville,Stephenville,Erath,TX,2257,2240
17587,Coronado,San Diego,San Diego,CA,2258,2241
34049,South Euclid,Cleveland,Cuyahoga,OH,2259,2242
118878,West Carson,Los Angeles,Los Angeles,CA,2260,2243
51211,Butte,Butte,Silver Bow,MT,2261,2244
398661,Town of New Milford,Torrington,Litchfield,CT,2262,2245
4167,College Park,Washington,Prince Georges,MD,2263,2246
396834,Greater Northdale,Tampa,Hillsborough,FL,2264,2247
18891,Lacey,New York,Ocean,NJ,2265,2248
31937,Happy Valley,Portland,Clackamas,OR,2266,2249
18676,Imperial,St. Louis,Jefferson,MO,2267,2250
18548,Hernando,Memphis,DeSoto,MS,2268,2251
13967,Spring Lake,Dunn,Harnett,NC,2269,2252
7662,Valley Center,San Diego,San Diego,CA,2270,2253
11056,De Soto,St. Louis,Jefferson,MO,2271,2254
34259,The Dalles,The Dalles,Wasco,OR,2272,2255
31700,Gardner,Worcester,Worcester,MA,2273,2256
7332,Susanville,Susanville,Lassen,CA,2274,2257
399271,Penn Township,Pittsburgh,Westmoreland,PA,2275,2258
19619,Newton,Wichita,Harvey,KS,2276,2259
18345,Graham,Seattle,Pierce,WA,2277,2260
45006,Dunn,Dunn,Harnett,NC,2278,2261
37635,Buckingham,Philadelphia,Bucks,PA,2279,2262
53986,Powell,Knoxville,Knox,TN,2280,2263
28195,Chambersburg,Chambersburg,Franklin,PA,2281,2264
14948,Daphne,Daphne,Baldwin,AL,2282,2265
8150,Arnold,Baltimore,Anne Arundel,MD,2283,2266
44623,Clarksville,Louisville,Clark,IN,2284,2267
398547,Town of Westerly,Providence,Washington,RI,2285,2268
35945,Matteson,Chicago,Cook,IL,2286,2269
30994,Columbia City,Fort Wayne,Whitley,IN,2287,2270
29498,Toccoa,Toccoa,Stephens,GA,2288,2271
6294,Okemos,Lansing,Ingham,MI,2289,2272
19819,Palisades Park,New York,Bergen,NJ,2290,2273
14933,Avon Lake,Cleveland,Lorain,OH,2291,2274
22517,Ocoee,Orlando,Orange,FL,2292,2275
3609,Belle Glade,Miami-Fort Lauderdale,Palm Beach,FL,2293,2276
10164,Arden,Asheville,Buncombe,NC,2294,2277
45794,Homewood,Birmingham,Jefferson,AL,2295,2278
36502,South El Monte,Los Angeles,Los Angeles,CA,2296,2279
38903,Harrison Township,Detroit,Macomb,MI,2297,2280
399288,Allendale Township,Grand Rapids,Ottawa,MI,2298,2281
12935,New Canaan,Stamford,Fairfield,CT,2299,2282
16989,Bentonville,Fayetteville,Benton,AR,2300,2283
24133,Cloverleaf,Houston,Harris,TX,2301,2284
14813,Bloomfield,Hartford,Hartford,CT,2302,2285
33579,Radnor,Philadelphia,Delaware,PA,2303,2286
52842,Laguna Beach,Los Angeles,Orange,CA,2304,2287
396764,New Windsor,New York,Orange,NY,2305,2288
55808,Hopewell Township,Trenton,Mercer,NJ,2306,2289
6543,Plymouth,Plymouth,Marshall,IN,2307,2290
15050,Bedford,Bedford,Lawrence,IN,2308,2291
43090,Seaford,Salisbury,Sussex,DE,2309,2292
25165,Holly Springs,Raleigh,Wake,NC,2310,2293
7906,White Center,Seattle,King,WA,2311,2294
38482,Fallon,Fallon,Churchill,NV,2312,2295
7703,Villa Park,Chicago,Du Page,IL,2313,2296
23671,Benbrook,Dallas-Fort Worth,Tarrant,TX,2314,2297
4790,Fountain,Colorado Springs,El Paso,CO,2315,2298
6317,Olney,Washington,Montgomery,MD,2316,2299
46642,Mount Pleasant,Mount Pleasant,Isabella,MI,2317,2300
5875,McKeesport,Pittsburgh,Allegheny,PA,2318,2301
398356,Grand Chute,Appleton,Outagamie,WI,2319,
4736,Floresville,San Antonio,Wilson,TX,2320,2302
5889,Mechanicsville,California-Lexington Park,Saint Marys,MD,2321,2303
27476,Trotwood,Dayton,Montgomery,OH,2322,2304
47272,Radford,Blacksburg,Radford City,VA,2323,2305
